rms_ch_0,rms_ch_1,rms_ch_2,rms_ch_3,rms_ch_4,rms_ch_5,rms_ch_6,rms_ch_7,rms_ch_8,rms_ch_9,rms_ch_10,rms_ch_11,rms_ch_12,rms_ch_13,rms_ch_14,rms_ch_15,gesture
7.5422144,2.6485846,2.5971138,1.9887182,1.6477257,1.3820275,1.7291616,7.816649,2.6523573,1.7535678,2.3043437,1.9442222,1.3802173,1.4456832,1.9039433,2.73313,REST
8.631918,2.663644,2.5475478,1.9442222,1.6492423,1.3928388,1.7320508,7.71978,2.8999999,1.7930421,2.1988633,1.9144189,1.339776,1.419507,1.8641351,2.7156951,REST
8.279493,3.1296964,3.5594943,2.0579116,1.6,1.4387494,1.7635192,7.9337883,3.0618622,3.2171416,6.7353544,2.1644862,1.3322912,1.4317821,1.7944359,2.5357444,REST
8.696263,3.1654384,3.7689521,2.1760056,1.6232682,1.3928388,1.8654758,8.013426,3.6871397,3.8600519,7.050532,2.2989128,1.3133925,1.4370108,1.8069311,2.5524497,REST
7.92843,6.459102,4.0945086,2.5573423,1.7564168,1.4370108,1.7930421,6.86877,4.167733,4.5238256,7.322568,2.38642,1.4035668,1.4508618,1.7535678,2.6485846,REST
5.9820566,7.484651,4.46934,2.8495615,1.7860571,1.3892444,1.6718254,5.8872743,4.311612,5.0353746,7.4464755,2.4728525,1.5264337,1.4832398,1.7291616,2.539685,REST
5.772348,7.3742795,3.765634,2.7964263,1.704406,1.356466,1.67332,5.0975485,4.3370495,4.3220367,3.7881393,2.2349496,1.596872,1.4508618,1.8452642,2.7267196,REST
4.7370877,7.391887,3.5461247,2.616295,1.6324828,1.3509257,1.5033296,4.380639,3.8137908,3.7549968,3.1654384,2.123676,1.5827192,1.4866068,2.4289916,2.7267196,REST
5.10049,4.861584,3.0149627,2.2147236,1.459452,1.2845232,1.5132746,4.6968074,3.0528674,2.9206164,2.3759208,1.8947295,1.5165751,1.430035,2.391652,2.463737,REST
5.7306194,2.997499,2.3227139,1.8316659,1.4142135,1.2688577,1.5937377,5.6890244,2.7,1.8681542,1.8330302,1.7972201,1.4177446,1.3638182,2.408319,2.4515302,REST
5.6196084,2.7239678,2.0976176,1.6186414,1.4159802,1.260952,1.5732132,5.4886246,2.710166,1.7233688,1.7649362,1.7161002,1.2903488,1.3693064,2.281447,2.1342444,REST
5.0447993,2.4515302,1.9352002,1.6583124,1.4370108,1.2227019,1.5937377,5.6942954,2.7549956,1.6462078,1.7233688,1.6492423,1.3019217,1.3304135,1.6248077,2.03347,REST
5.115174,2.252776,2.02608,1.6718254,1.4747881,1.195826,1.5684388,5.879626,2.770379,1.5313393,1.5827192,1.6446884,1.2629331,1.3379087,1.6522712,1.9403608,REST
5.1337123,2.3334525,2.110687,1.5827192,1.4560219,1.1811012,1.5984367,5.6762667,2.78478,1.5264337,1.6031219,1.5874507,1.294218,1.339776,1.5890249,1.9157244,REST
5.17059,2.3205602,2.144761,1.6522712,1.4611639,1.1916375,1.5732132,5.960285,2.3632605,1.5182227,1.6109004,1.555635,1.328533,1.339776,1.6462078,1.9222382,REST
5.617829,2.4939928,2.184033,1.6881943,1.4474115,1.2227019,1.5652477,5.8309517,2.2045407,1.566844,1.6598192,1.5827192,1.3838352,1.3638182,1.6583124,1.9595917,REST
5.373081,4.1097445,2.7838821,2.2627416,1.767767,1.5842979,1.5905974,5.138093,4.648118,2.4228082,2.5865035,1.9987496,1.5313393,1.3856406,1.6093477,2.5019991,REST
4.7201695,4.107311,2.6953664,2.236068,1.7464249,1.6492423,1.4882876,4.2889395,5.044304,2.4566236,2.6143832,1.979899,1.4849242,1.3838352,1.596872,2.4809272,REST
3.843176,4.007493,2.6000001,2.1633308,1.7291616,1.6309507,1.405347,2.9774148,5.027922,2.4545875,2.6000001,1.977372,1.471394,1.371131,1.4696939,2.4748738,REST
2.836371,3.8910153,2.4859605,2.078461,1.7102631,1.6385969,1.3076696,1.5165751,5.0517325,2.4197106,2.5622256,1.9235384,1.421267,1.3638182,1.4159802,2.3979158,REST
2.1095023,2.0322402,1.555635,1.3247641,1.3133925,1.2903488,1.2083046,1.4071248,2.8337255,1.56205,1.6077936,1.4422204,1.2884098,1.294218,1.352775,1.7691807,REST
1.9786359,1.7691807,1.4,1.2308533,1.2747549,1.2206556,1.2429802,1.4177446,1.9710404,1.459452,1.5033296,1.3928388,1.2884098,1.3038405,1.3416407,1.7320508,REST
1.9710404,1.7161002,1.336039,1.2328827,1.2922847,1.2041595,1.2267845,1.3802173,2.143595,1.5198684,1.4949917,1.3509257,1.3152946,1.3266499,1.3228756,1.6263456,REST
2.0396078,1.7117243,1.36565,1.2288206,1.260952,1.1937336,1.2589679,1.3601471,1.9672315,1.5572411,1.4866068,1.36565,1.3228756,1.336039,1.2884098,1.5953057,REST
2.116601,1.6896745,1.3784049,1.2509996,1.2489996,1.155422,1.2569805,1.4071248,2.0297782,1.6201851,1.5182227,1.419507,1.3379087,1.328533,1.3416407,1.6552945,REST
2.008731,1.6926311,1.3784049,1.3076696,1.2308533,1.1401755,1.172604,1.3416407,2.1954498,1.6093477,1.5264337,1.4456832,1.3546218,1.317194,1.3379087,1.6201851,REST
2.1760056,1.7492856,1.4439529,1.2727922,1.2165525,1.1489125,1.2041595,1.3747727,2.0481699,1.5313393,1.4764823,1.4832398,1.3472193,1.2806249,1.4525839,1.6748134,REST
2.1517434,1.7219175,1.4071248,1.260952,1.2288206,1.1811012,1.2288206,1.3509257,2.0844662,1.4832398,1.4439529,1.4525839,1.371131,1.2489996,1.4866068,1.6748134,REST
2.159861,1.6985288,1.405347,1.260952,1.2489996,1.2489996,1.2267845,1.3190906,1.9949937,1.4247807,1.3892444,1.3802173,1.3546218,1.2708265,1.4177446,1.6248077,REST
2.1805964,1.6170962,1.3583078,1.2267845,1.3152946,1.2903488,1.2349089,1.3038405,1.6077936,1.4645818,1.3838352,1.3341664,1.339776,1.2549901,1.4177446,1.6431677,REST
2.1330729,1.6155494,1.339776,1.2429802,1.266886,1.3304135,1.2144958,1.3509257,1.5033296,1.4491377,1.421267,1.3379087,1.3416407,1.2688577,1.3435029,1.6093477,REST
3.2939339,1.9403608,1.5636495,1.2961481,1.2806249,1.3133925,1.2328827,2.1748564,1.4916433,1.4370108,1.4282857,1.3784049,1.2806249,1.2629331,1.2806249,1.6628289,REST
6.0386257,2.2792542,1.8801596,1.4142135,1.328533,1.336039,1.352775,3.720887,1.5636495,1.5572411,1.6093477,1.4815532,1.3322912,1.3190906,1.5779734,2.0161846,REST
7.7074637,2.6532998,2.1610184,1.5427248,1.3114877,1.3453624,1.5475787,4.90357,1.6777962,1.5636495,1.6792855,1.6109004,1.3583078,1.3601471,1.6324828,2.177154,REST
8.798295,2.8026774,2.2461078,1.6537836,1.371131,1.2884098,1.566844,5.6382623,1.7776389,1.6170962,1.7334936,1.6507574,1.3453624,1.3601471,1.7190113,2.448469,REST
8.914314,2.7739863,2.221486,1.6837459,1.4124447,1.3000001,1.5921683,6.035727,1.7720045,1.6911534,1.8096961,1.6462078,1.3928388,1.4282857,1.7635192,2.446426,REST
7.715893,2.5797286,2.019901,1.6431677,1.3747727,1.2708265,1.5329709,5.8898215,1.8894444,1.5984367,1.7421252,1.6031219,1.336039,1.37659,1.5763882,2.291288,REST
7.0196157,2.295648,1.926136,1.6703293,1.3583078,1.2247449,1.4071248,5.207687,1.882817,1.7088008,1.7972201,1.5763882,1.4017845,1.372953,2.0359273,2.2427661,REST
5.7052608,2.392697,2.0,1.7790446,1.3874437,1.3000001,1.43527,4.4260592,2.0408332,1.762101,1.8734994,1.5604486,1.4265343,1.3856406,2.059126,2.1283798,REST
5.1029406,2.5149553,1.9836835,1.7790446,1.3784049,1.2980754,1.3874437,4.176721,2.20794,1.7691807,1.8814888,1.6552945,1.4159802,1.3152946,2.0676074,2.3086793,REST
4.9824696,2.5777898,2.037155,1.7161002,1.3693064,1.3057564,1.3982131,4.1085277,2.2,1.762101,1.9131126,1.6658331,1.4439529,1.352775,2.0310097,2.2327113,REST
3.9591665,2.6095977,1.926136,1.6,1.3982131,1.3228756,1.3820275,4.679744,2.2135944,1.5921683,1.8934096,1.6093477,1.4387494,1.3076696,1.566844,2.2461078,REST
4.7222877,2.5845695,1.839837,1.4142135,1.352775,1.3095801,1.4124447,5.17349,2.1470912,1.4866068,1.8411953,1.5795568,1.4491377,1.3304135,1.5459626,2.310844,REST
4.960343,2.3569047,1.8275666,1.3693064,1.3472193,1.3057564,1.4899665,5.239275,2.0062404,1.5033296,1.7902514,1.4560219,1.4764823,1.3601471,1.5524175,2.2181072,REST
5.0700097,2.338803,1.8574176,1.459452,1.43527,1.2884098,1.496663,5.303772,1.9962465,1.5700318,1.7117243,1.4491377,1.473092,1.3379087,1.5795568,2.291288,REST
5.1565495,2.431049,1.9013153,1.4933184,1.405347,1.2980754,1.4949917,5.43829,1.9416487,1.6217275,1.6462078,1.4491377,1.4071248,1.36565,1.5937377,2.3065126,REST
4.931024,2.3119256,2.007486,1.5748016,1.4662879,1.3038405,1.5099669,6.1286216,1.8814888,1.6324828,1.6416456,1.5,1.3802173,1.336039,1.5198684,2.108317,REST
6.115554,2.4372115,1.9710404,1.6777962,1.4474115,1.3601471,1.4577379,6.4393325,1.9493588,1.6248077,1.6926311,1.5313393,1.3583078,1.3057564,1.555635,2.1505814,REST
7.3235917,4.2017856,1.9862024,1.7014699,1.4265343,1.3601471,1.459452,6.2956333,4.8749356,1.7161002,1.8479718,1.5684388,1.3784049,1.372953,2.3653753,3.0454884,REST
9.032165,5.789214,2.1154196,1.7635192,1.4916433,1.405347,1.524795,6.207254,8.327365,2.1354156,1.852026,1.5858752,1.4106736,1.3802173,2.791057,38.346188,REST
11.951987,12.180517,3.990614,2.0542638,1.6170962,1.5953057,3.6428013,7.218033,10.665599,5.6196084,3.9096036,1.9455076,1.5313393,2.5661254,3.5623026,39.272446,REST
14.7276945,14.013743,4.3965898,2.2226112,1.7449929,1.6431677,4.113393,7.9677477,11.901471,6.707086,4.443535,2.1587033,1.5716233,2.9111855,3.7389839,39.664783,REST
17.641003,14.619337,4.846648,2.4413111,1.9313208,1.7606816,4.349713,9.34318,12.575969,9.349064,5.295281,2.2880123,1.5475787,3.0512292,3.3977935,41.164608,REST
18.28729,14.957273,5.2683015,2.6315396,2.0037465,1.7846568,4.5787554,10.413213,12.437444,11.590082,5.927057,2.455606,1.5732132,3.1678069,3.1913948,15.564543,REST
16.998823,10.544904,4.0230584,2.4052026,1.9248376,1.5984367,3.275668,9.848604,10.775899,11.598491,4.9704123,2.2068076,1.4916433,2.3140874,2.302173,13.100573,REST
14.36802,7.9583287,3.6090164,2.221486,1.8439089,1.5099669,2.679552,9.252027,9.455421,11.082193,4.4760475,1.9874607,1.4577379,1.835756,2.0062404,11.839129,REST
10.213226,5.8137765,2.9223278,1.9078784,1.5842979,1.36565,2.2792542,7.7829943,7.2845726,8.96019,3.3526108,1.7790446,1.471394,1.566844,1.8384776,3.7094474,REST
7.515983,2.7239678,1.9710404,1.5443445,1.4017845,1.3000001,1.7204651,6.5149827,3.3391614,5.6276107,2.0248456,1.5049918,1.3874437,1.3076696,1.5779734,2.1142373,REST
6.82825,2.1737065,1.9455076,1.5182227,1.3304135,1.3019217,1.5362291,5.826234,2.2427661,2.1377559,1.6537836,1.4335271,1.3190906,1.3133925,1.6217275,1.8801596,REST
6.842149,4.6179,2.1897488,1.4983324,1.2961481,1.3209845,1.6881943,8.328866,2.4474475,1.9157244,2.3958297,1.4525839,1.2747549,1.336039,1.7058722,2.6410224,REST
7.092602,4.6861496,2.2638464,1.56205,1.352775,1.3802173,1.7478559,9.12661,2.455606,1.9621416,2.931723,1.4916433,1.2288206,1.336039,1.7233688,2.8169131,REST
6.958089,4.7127485,2.309762,1.6522712,1.4439529,1.3802173,1.7916473,8.95377,2.3979158,1.9937402,2.9504237,1.5329709,1.2708265,1.3266499,1.7734147,2.8222332,REST
6.223343,4.806766,4.093287,2.1863213,1.5231546,1.4387494,1.704406,8.6599655,2.3653753,2.7721832,5.760208,2.376973,1.3910427,1.36565,1.7029387,2.7,REST
5.6129313,2.908608,5.658622,3.3188853,1.7014699,1.5215124,1.5779734,5.502272,2.0062404,2.908608,6.5349064,3.035622,1.5280707,1.4577379,1.6583124,2.2113345,REST
4.0267854,2.8774989,5.7004385,3.3600595,1.7233688,1.524795,1.5313393,3.4655447,2.1691012,2.8774989,6.3647466,3.0659418,1.6355428,1.4628739,1.6492423,2.4289916,REST
3.3037858,2.839014,5.6824293,3.324906,1.6718254,1.5198684,1.4764823,2.4361856,2.3759208,2.9248931,6.392574,3.0675724,1.6416456,1.4798648,1.6340135,2.6944387,REST
3.3800888,2.8,4.5847573,2.9732137,1.5588458,1.4662879,1.4747881,2.4939928,2.453569,2.2181072,4.0267854,2.455606,1.5652477,1.4439529,1.6673332,2.892231,REST
3.8781438,2.3558438,2.215852,1.6248077,1.430035,1.3638182,1.43527,3.7289407,2.291288,1.8220867,1.9352002,1.6,1.4439529,1.4,1.6046807,2.7613401,REST
4.1886754,2.3119256,2.04939,1.4849242,1.3416407,1.3038405,1.5132746,4.551923,2.02608,1.7606816,1.8814888,1.5116217,1.3619839,1.37659,1.566844,2.3622024,REST
5.2735186,2.4979992,2.171405,1.5394804,1.4035668,1.372953,1.6124516,5.160426,1.8641351,1.67332,1.7902514,1.5165751,1.3910427,1.423025,1.5297059,2.078461,REST
5.5785303,2.4372115,2.1260293,1.4949917,1.405347,1.4142135,1.6777962,5.7900777,1.7832555,1.6385969,1.8179659,1.555635,1.3820275,1.430035,1.5475787,1.9287301,REST
5.477682,2.4093568,2.019901,1.4696939,1.3095801,1.4035668,1.704406,5.827092,1.7406895,1.6416456,1.8574176,1.496663,1.372953,1.3820275,1.5459626,1.8547237,REST
5.191339,3.1646485,2.2045407,1.8207141,1.5684388,1.5937377,1.5684388,5.239752,2.4728525,2.1201415,1.811077,1.6109004,1.4628739,1.3892444,1.5795568,2.310844,REST
4.025543,4.3548822,2.442335,2.2748628,1.6492423,1.6522712,1.5198684,4.4620624,2.862691,2.4768932,1.8479718,1.8083141,1.4882876,1.371131,1.5604486,2.3843238,REST
3.2218008,4.433396,2.4596748,2.3622024,1.7306068,1.6598192,1.4508618,3.324906,3.243455,2.5894015,1.8668154,1.8303005,1.524795,1.3546218,1.4983324,2.4,REST
2.4779024,4.387482,2.4525497,2.34094,1.7535678,1.6643317,1.3583078,1.5313393,3.3241541,2.602883,1.8316659,1.839837,1.5427248,1.3892444,1.4577379,2.4289916,REST
2.1424286,3.8425252,2.215852,2.034699,1.5475787,1.4491377,1.3583078,1.3982131,2.8354893,2.21698,1.7748239,1.7916473,1.4317821,1.339776,1.4159802,2.0396078,REST
2.1505814,2.1354156,1.7564168,1.4387494,1.4106736,1.3000001,1.3000001,1.5066519,2.515949,1.7986106,1.7578396,1.5748016,1.356466,1.3133925,1.3910427,1.9506409,REST
2.1691012,1.8330302,1.6552945,1.2884098,1.3247641,1.2629331,1.3228756,1.5905974,2.1272047,1.7,1.7421252,1.5411035,1.3601471,1.3601471,1.4,1.9078784,REST
2.337734,1.9039433,1.7190113,1.2589679,1.3266499,1.2409674,1.4247807,1.6852299,2.0627651,1.6643317,1.7392527,1.534601,1.3435029,1.3228756,1.3892444,1.8234583,REST
2.330236,1.9416487,1.7734147,1.3076696,1.3472193,1.2727922,1.430035,1.7014699,2.0248456,1.6537836,1.7175565,1.4577379,1.371131,1.3416407,1.405347,1.8560711,REST
2.4300206,1.9532025,1.7635192,1.3546218,1.3546218,1.2825755,1.4124447,1.668832,1.8973665,1.6401219,1.6340135,1.4404861,1.3674794,1.3820275,1.4645818,1.7902514,REST
3.407345,2.266054,1.7958285,1.454304,1.3910427,1.2549901,1.419507,3.443109,1.9326148,1.5231546,1.5937377,1.4439529,1.3674794,1.37659,1.4882876,1.8986838,REST
4.095119,2.3989582,1.8560711,1.5652477,1.4142135,1.260952,1.3453624,4.3640575,1.9735755,1.5394804,1.6,1.4491377,1.3747727,1.4628739,1.5016658,1.9924859,REST
5.0995097,2.4738634,1.8708287,1.5890249,1.4017845,1.2589679,1.371131,5.3502336,1.9987496,1.5427248,1.6278821,1.4317821,1.36565,1.4933184,1.4983324,1.9723083,REST
5.540758,2.5768197,1.8234583,1.5748016,1.3856406,1.2747549,1.371131,6.085228,2.1354156,1.5779734,1.6748134,1.534601,1.3820275,1.4747881,1.471394,2.0297782,REST
5.334323,2.527845,1.9364917,1.5524175,1.4832398,1.2806249,1.430035,5.948109,2.0211382,1.596872,1.7233688,1.555635,1.3490738,1.4456832,1.5099669,1.9467922,REST
5.278731,2.4300206,1.942936,1.4899665,1.4662879,1.3076696,1.5215124,6.157516,1.948076,1.6462078,1.6970563,1.5394804,1.3490738,1.4035668,1.5198684,1.8384776,REST
4.643275,2.463737,2.0396078,1.566844,1.4474115,1.2806249,1.5572411,5.9228373,1.9557607,1.6748134,1.6507574,1.6294171,1.3322912,1.423025,1.5313393,1.8152136,REST
4.7116876,2.5288336,2.152905,1.5588458,1.4577379,1.266886,1.6431677,6.0361414,1.9104973,1.7117243,1.6109004,1.5604486,1.3019217,1.4370108,1.5508063,1.7549928,REST
5.1584883,2.4248712,2.1505814,1.6109004,1.4177446,1.2247449,1.6278821,6.1224995,1.9811612,1.7262677,1.5572411,1.5795568,1.3304135,1.4265343,1.555635,1.7363756,REST
5.0778933,2.4949949,2.9991665,2.70555,1.6522712,1.6093477,1.6031219,5.7280016,2.0408332,1.6673332,1.5716233,1.5732132,1.356466,1.4,1.496663,1.781853,REST
5.1337123,2.73313,4.211294,3.9012818,2.1201415,2.1517434,1.6015618,5.503181,2.2022715,1.776232,1.8506756,2.2449944,3.2710855,1.5182227,1.4949917,1.8681542,REST
4.7169905,2.710166,4.3760715,4.058325,2.156386,3.5993054,2.9257479,6.190315,2.148255,1.7406895,1.9786359,2.3632605,3.5951357,2.9171906,2.0285463,2.1118712,REST
4.796353,2.7156951,4.3857727,4.09878,2.1260293,3.609709,2.8999999,6.0745373,2.0420578,1.805547,2.0297782,2.3366642,3.5944402,2.9240384,2.034699,2.1177819,REST
4.96538,2.6438608,3.8477266,3.4856849,1.948076,3.471311,2.9060283,6.26937,1.942936,1.7930421,2.008731,2.3653753,3.5839922,2.9393878,2.1035686,2.182888,REST
5.4566474,2.3685439,2.421776,2.0297782,1.4645818,3.1819806,2.9563491,6.636264,1.6985288,1.6867127,1.7930421,1.7320508,2.0024984,2.862691,2.124853,2.1644862,REST
7.0078526,2.5119712,2.1295538,1.7846568,1.3946326,1.371131,1.6911534,6.307535,1.6355428,1.7102631,1.7804494,1.6031219,1.4404861,1.4124447,1.6837459,2.0420578,REST
9.827513,2.7018514,2.2483327,1.8439089,1.4422204,1.4106736,1.7986106,7.2753005,1.7277153,1.7578396,1.8641351,1.5984367,1.4525839,1.3802173,1.7175565,2.4207437,REST
12.049896,2.9487286,2.302173,1.979899,1.5874507,1.3820275,1.8761663,7.905694,1.7406895,1.8774984,2.1342444,1.7349352,1.4849242,1.4317821,1.8681542,2.6953664,REST
12.5012,3.0991933,2.460691,2.0772579,1.6109004,1.3472193,1.9157244,8.326764,1.7649362,1.9532025,2.2034066,1.762101,1.4781746,1.459452,2.0285463,2.86007,REST
12.464951,3.135283,2.5079873,2.1295538,1.6792855,1.3266499,1.9078784,7.9937477,1.8096961,1.9987496,2.209072,1.7874563,1.4577379,1.4177446,2.0012496,2.9163334,REST
11.029506,3.4799426,2.5777898,2.1412613,1.7334936,1.3038405,2.0615528,8.19878,1.7972201,2.1412613,2.2538855,1.8179659,1.419507,1.4387494,2.1047566,2.86007,REST
9.099175,3.451811,2.5357444,2.03347,1.6077936,1.2589679,2.0024984,8.241663,1.852026,2.0322402,2.1035686,1.6837459,1.3693064,1.3583078,2.0420578,2.6916537,REST
9.837937,3.4263682,2.4474475,1.9849434,1.6385969,1.2786711,1.954482,8.065048,1.9455076,2.0615528,2.0579116,1.6109004,1.371131,1.4089003,1.9196354,2.6086395,REST
12.08739,3.4452865,2.3706539,1.9196354,1.6507574,1.339776,1.977372,8.218576,2.339872,1.9962465,1.9710404,1.5811388,1.294218,1.4177446,1.9862024,2.8098042,REST
11.527359,2.9376862,2.1817424,1.6867127,1.5313393,1.3379087,1.7902514,7.2197647,2.3430748,1.7320508,1.8547237,1.5763882,1.2747549,1.454304,1.9013153,2.7120104,REST
11.272533,3.0740852,2.8504386,1.7691807,1.5411035,1.4017845,1.7705932,6.6208005,2.34094,1.9583156,4.107311,1.8371173,1.3472193,1.4849242,1.8220867,2.6372335,REST
10.14421,2.9512708,2.9385371,1.8207141,1.5016658,1.4142135,1.7421252,6.2136946,2.1794496,1.8654758,4.60163,1.8343936,1.3379087,1.4089003,1.8138357,2.5268557,REST
6.5551505,2.7313,2.9555032,1.7776389,1.4832398,1.352775,1.6278821,6.054337,1.7435596,1.9196354,4.682414,1.8069311,1.3379087,1.396424,1.6703293,2.152905,REST
6.1045065,2.8222332,3.1008062,1.9403608,1.5779734,1.3341664,1.6583124,6.14451,1.7916473,2.0844662,4.6968074,1.8708287,1.356466,1.405347,1.6462078,1.9697716,REST
5.385629,3.1184933,3.2886167,2.9274561,1.9274335,1.5779734,1.6124516,5.334323,2.4145393,1.9326148,2.9487286,1.6837459,1.3856406,1.3747727,1.6062378,1.9209373,REST
4.4277534,3.0049958,3.1591136,2.9154758,1.9052559,1.6248077,1.5,4.551923,2.487971,1.8641351,2.066398,1.7117243,1.36565,1.4071248,1.4933184,1.954482,REST
7.024244,3.2442255,3.1408596,2.8896368,1.9467922,1.6309507,1.5215124,5.113707,2.4505103,1.8867962,1.8841443,1.7406895,1.3802173,1.4317821,1.7117243,2.3248656,REST
7.726254,3.2015622,2.862691,2.7694764,1.8533753,1.6673332,1.3820275,5.278731,2.376973,1.6568041,1.7204651,1.6416456,1.3802173,1.423025,1.6583124,2.3216374,REST
8.136338,2.4979992,1.8411953,1.596872,1.4662879,1.405347,1.356466,5.712705,1.6658331,1.5636495,1.5684388,1.5827192,1.3095801,1.4142135,1.7088008,2.3590252,REST
8.6440735,2.5504901,1.7916473,1.56205,1.4916433,1.3453624,1.5182227,6.7230945,1.6401219,1.6248077,1.5362291,1.5827192,1.3546218,1.430035,1.8601075,2.4402869,REST
6.4822836,2.382226,1.8452642,1.5811388,1.371131,1.352775,1.534601,6.1583276,1.6673332,1.5491934,1.4696939,1.5491934,1.3190906,1.4035668,1.7029387,2.1023796,REST
6.233779,2.3313086,1.9377823,1.6294171,1.3982131,1.3209845,1.5921683,6.09549,1.7029387,1.6093477,1.5329709,1.5297059,1.3416407,1.36565,1.7088008,2.178302,REST
6.430008,2.4166093,2.034699,1.5937377,1.3490738,1.3038405,1.6077936,6.2417946,1.7378147,1.6911534,1.6881943,1.5313393,1.3638182,1.3583078,1.6628289,2.1177819,REST
7.2356753,2.5913317,2.116601,1.5459626,1.3304135,1.3228756,1.5636495,5.9653163,1.7378147,1.7088008,1.7190113,1.5099669,1.339776,1.3619839,1.524795,2.0112185,REST
7.5309362,2.548529,2.1633308,1.6355428,1.3928388,1.2806249,1.5953057,6.234982,1.8248287,1.7406895,1.7958285,1.5132746,1.419507,1.3802173,1.5588458,2.123676,REST
7.513987,2.5797286,2.2472205,1.6941074,1.4035668,1.2767146,1.6431677,6.308724,1.7705932,1.7073371,1.8547237,1.5684388,1.37659,1.4124447,1.6643317,2.1908903,REST
7.640353,2.5149553,2.236068,1.7363756,1.4439529,1.2961481,1.6896745,6.244998,1.7146429,1.6507574,1.7277153,1.5763882,1.336039,1.471394,1.7349352,2.2572107,REST
6.781593,2.5922961,2.2561028,1.7248188,1.4456832,1.2786711,1.6355428,6.787857,1.6837459,1.6201851,1.6896745,1.5795568,1.3856406,1.4265343,1.835756,2.2483327,REST
6.8483577,2.5504901,2.1118712,1.6431677,1.419507,1.3266499,1.5921683,6.6659584,1.5313393,1.554027,1.6492423,1.6031219,1.3152946,1.4265343,1.8627936,2.2825425,REST
6.8051453,2.5514703,2.0892582,1.6062378,1.37659,1.3095801,1.4983324,6.4338946,1.4849242,1.6248077,1.6046807,1.5905974,1.3209845,1.3784049,1.7535678,2.1886067,REST
7.125658,2.5874698,1.9836835,1.5700318,1.3546218,1.2884098,1.454304,6.640783,1.5149257,1.6294171,1.6552945,1.5231546,1.352775,1.3190906,1.767767,2.1886067,REST
7.5868306,2.5913317,1.9924859,1.5827192,1.3802173,1.3874437,1.5264337,6.2721605,1.5264337,1.6278821,1.6763054,1.596872,1.3114877,1.3619839,1.6955825,2.310844,REST
7.221842,2.5758495,2.1095023,1.6155494,1.3856406,1.3910427,1.5795568,6.473021,1.5953057,1.6837459,1.6837459,1.5636495,1.3322912,1.3453624,1.6837459,2.2869194,REST
7.259821,2.6739485,2.0676074,1.5779734,1.4071248,1.423025,1.6186414,6.5616307,1.6062378,1.6324828,1.6763054,1.5524175,1.3472193,1.4159802,1.7378147,2.339872,REST
6.1745443,3.5220733,2.3653753,1.6822604,1.5652477,1.5443445,1.5684388,6.2189226,2.144761,1.951922,1.6985288,1.6170962,1.4439529,1.4508618,1.7014699,2.6981475,REST
5.1395526,3.3667493,2.3270152,1.7029387,1.5811388,1.4611639,1.5033296,5.630719,2.309762,1.926136,1.7406895,1.5842979,1.5921683,1.454304,1.7190113,2.7083206,REST
5.371685,3.482815,2.6897955,1.948076,1.6537836,1.4747881,1.6140013,5.2235045,2.3075962,1.9887182,1.8425525,1.7392527,1.596872,1.5329709,1.7190113,2.6990738,REST
5.9274783,3.347387,2.6730132,2.0049937,1.6552945,1.4265343,1.6598192,5.134686,2.3216374,1.9937402,1.7986106,1.7449929,1.6093477,1.5033296,1.7088008,2.7037013,REST
6.272958,2.5845695,2.595188,1.9786359,1.6278821,1.3379087,1.7392527,5.9063525,1.8083141,1.6941074,1.7916473,1.7233688,1.5264337,1.5198684,1.7421252,2.3130066,REST
7.218033,2.616295,2.6514149,1.9493588,1.5779734,1.3304135,1.776232,6.488066,1.6062378,1.7306068,1.7320508,1.7161002,1.3453624,1.473092,1.7219175,2.2505555,REST
7.8955684,2.5288336,2.295648,1.781853,1.5508063,1.3304135,1.6955825,6.9072423,1.5937377,1.6263456,1.6896745,1.596872,1.3190906,1.4474115,1.7535678,2.281447,REST
7.4726167,2.533772,2.352658,1.7073371,1.5604486,1.3601471,1.6628289,7.048404,1.6031219,1.6370705,1.6792855,1.6109004,1.3114877,1.421267,1.7635192,2.251666,REST
7.730459,2.4738634,2.2638464,1.6446884,1.430035,1.3247641,1.7592613,6.990708,1.6583124,1.6062378,1.6370705,1.5732132,1.2708265,1.421267,1.7635192,2.2770596,REST
7.2660165,2.4677925,2.238303,1.7930421,1.4747881,1.3820275,1.7888544,6.797794,1.7248188,1.5874507,1.668832,1.5795568,1.3076696,1.3838352,1.7564168,2.194311,REST
7.0675316,2.3515952,2.2349496,1.7958285,1.4439529,1.3076696,1.781853,6.9663477,1.6867127,1.5604486,1.6186414,1.5700318,1.3490738,1.3838352,1.7720045,2.1071308,REST
7.0402412,2.3259406,2.2901964,1.9104973,1.4916433,1.3000001,1.811077,7.170774,1.6852299,1.5588458,1.7204651,1.5508063,1.3583078,1.4177446,1.762101,2.019901,REST
6.9667068,2.3259406,2.3151674,1.951922,1.5264337,1.3322912,1.7219175,6.8487225,1.6462078,1.6446884,1.767767,1.6155494,1.3747727,1.4,1.7262677,1.9532025,REST
7.1501746,2.3,2.2338307,1.8261982,1.5033296,1.2629331,1.7549928,6.767939,1.5748016,1.6,1.7734147,1.5874507,1.3619839,1.4177446,1.7435596,1.9761072,REST
